DummyID,StartDate,EndDate,Status,Progress,Duration__in_seconds_,Finished,RecordedDate,DistributionChannel,UserLanguage,Ideology,PolParty,VigAtts__1,Gender__1,Gender__2,Gender__3,Gender__4,Gender__5,Gender__5_TEXT,Age,Race__1,Race__2,Race__3,Race__4,Race__5,Race__6,Race__7,Race__8,Race__9,Education_,Open_,PROLIFIC_PID,SlantProf,PolitProf,SlantPolice,PolitPolice,ProfCond,PoliceCond,ACProfPass,ACPolicePass,filter_$,TrustProf,TrustPolice,FundProf,AdviceProf,DeferProf,SupportProf,FundPolice,AdvicePolice,DeferPolice,SupportPolice
1366,2/7/23 16:18,2/7/23 16:21,0,100,174,1,2/7/23 16:21,anonymous,EN,6,1,2, ,1, , , , ,59,1, , , , , , , , ,4,Instructions were clear., , , ,6,1, ,0, ,1,1, ,6, , , , ,6,6,5,5.666666667
1367,2/7/23 16:09,2/7/23 16:21,0,100,760,1,2/7/23 16:22,anonymous,EN,5,3,40,1, , , , , ,61,1, , , , , , , , ,3, , ,2,4, , ,0, ,1, ,1,3, ,3,3,3,3, , , , 
1368,2/7/23 16:19,2/7/23 16:21,0,100,141,1,2/7/23 16:22,anonymous,EN,4,4,40, ,1, , , , ,38,1, , , , , , , , ,5, , , , ,6,5, ,0, ,1,1, ,3, , , , ,3,4,3,3.333333333
1369,2/7/23 16:20,2/7/23 16:22,0,100,74,1,2/7/23 16:22,anonymous,EN,5,3,66, ,1, , , , ,31,1, , , , , , , , ,3, , , , ,5,4, ,-1, ,1,1, ,3, , , , ,5,4,4,4.333333333
1370,2/7/23 16:18,2/7/23 16:22,0,100,203,1,2/7/23 16:22,anonymous,EN,6,1,41,1, , , , , ,58,1, , , , , , , , ,4,No comment, ,2,4, , ,1, , , , ,5, ,5,4,3,4, , , , 
1371,2/7/23 16:18,2/7/23 16:22,0,100,228,1,2/7/23 16:22,anonymous,EN,4,3,40,1, , , , , ,48,1, , , , , , , , ,5, , , , ,5,4, ,-1, ,1,1, ,4, , , , ,4,4,3,3.666666667
1372,2/7/23 16:20,2/7/23 16:22,0,100,144,1,2/7/23 16:22,anonymous,EN,5,1,40,1, , , , , ,36, , , ,1, , , , , ,5, , , , ,6,5, ,-1, ,1,1, ,1, , , , ,2,1,3,2
1373,2/7/23 16:16,2/7/23 16:23,0,100,365,1,2/7/23 16:23,anonymous,EN,5,1,15, ,1, , , , ,36,1, , , , , , , , ,2, , ,2,5, , ,0, ,1, ,1,3, ,2,4,3,3, , , , 
1374,2/7/23 16:19,2/7/23 16:23,0,100,200,1,2/7/23 16:23,anonymous,EN,3,3,65,1, , , , , ,18, , , ,1, , , , , ,1, , ,2,3, , ,0, ,1, ,1,5, ,4,5,4,4.333333333, , , , 
1375,2/7/23 16:20,2/7/23 16:23,0,100,153,1,2/7/23 16:23,anonymous,EN,4,3,60, ,1, , , , ,44,1, , , , , , , , ,3, , ,2,5, , ,1, ,1, ,1,3, ,3,3,2,2.666666667, , , , 
1376,2/7/23 16:20,2/7/23 16:23,0,100,199,1,2/7/23 16:23,anonymous,EN,3,2,9, ,1, , , , ,51, , ,1, , , , , , ,4, , ,2,5, , ,-1, ,1, ,1,4, ,4,4,4,4, , , , 
1377,2/7/23 16:14,2/7/23 16:23,0,100,568,1,2/7/23 16:23,anonymous,EN,4,3,20,1, , , , , ,60,1, , , , , , , , ,2, , , , ,6,4, ,-1, ,1,1, ,3, , , , ,3,2,3,2.666666667
1378,2/7/23 16:11,2/7/23 16:23,0,100,747,1,2/7/23 16:23,anonymous,EN,4,3,50, ,1, , , , ,37,1, , , , , , , , ,5, , , , ,6,4, ,-1, ,1,1, ,3, , , , ,3,3,4,3.333333333
1379,2/7/23 16:21,2/7/23 16:24,0,100,159,1,2/7/23 16:24,anonymous,EN,4,1,56, ,1, , , , ,50,1, , , , , , , , ,2, , ,2,1, , ,-1, ,1, ,1,4, ,5,4,4,4.333333333, , , , 
1380,2/7/23 16:21,2/7/23 16:24,0,100,183,1,2/7/23 16:24,anonymous,EN,4,2,50,1, , , , , ,24, , ,1, , , , , , ,5, , , , ,6,4, ,1, ,1,1, ,5, , , , ,4,3,4,3.666666667
1381,2/7/23 16:22,2/7/23 16:24,0,100,168,1,2/7/23 16:24,anonymous,EN,5,3,55,1, , , , , ,54,1, , , , , , , , ,2,Have a nice day., ,1,5, , ,0, ,1, ,1,1, ,1,1,1,1, , , , 
1382,2/7/23 16:21,2/7/23 16:25,0,100,190,1,2/7/23 16:25,anonymous,EN,4,3,50,1, , , , , ,32, , , ,1, , , , , ,5, , , , ,6,5, ,0, ,1,1, ,1, , , , ,3,2,3,2.666666667
1383,2/7/23 16:21,2/7/23 16:25,0,100,254,1,2/7/23 16:25,anonymous,EN,4,2,35, ,1, , , , ,32,1, , , , , , , , ,2, , ,3,4, , ,0, ,1, ,1,4, ,4,4,4,4, , , , 
1384,2/7/23 16:23,2/7/23 16:25,0,100,163,1,2/7/23 16:25,anonymous,EN,4,3,70, ,1, , , , ,48,1, , , , , , , , ,5, , , , ,6,4, ,0, ,1,1, ,5, , , , ,4,4,3,3.666666667
1385,2/7/23 16:22,2/7/23 16:26,0,100,229,1,2/7/23 16:26,anonymous,EN,4,3,22, ,1, , , , ,37,1, , , , , , , , ,2, , , , ,6,4, ,-1, ,1,1, ,3, , , , ,4,4,3,3.666666667
1386,2/7/23 16:20,2/7/23 16:26,0,100,342,1,2/7/23 16:26,anonymous,EN,4,3,20, ,1, , , , ,49,1, , , , , , , , ,5, , , , ,5,4, ,1, , , , ,4, , , , ,4,4,4,4
1387,2/7/23 16:24,2/7/23 16:26,0,100,156,1,2/7/23 16:26,anonymous,EN,3,3,59,1, , , , , ,37,1, , , , , , , , ,6, , , , ,6,4, ,0, ,1,1, ,3, , , , ,4,4,2,3.333333333
1388,2/7/23 16:23,2/7/23 16:27,0,100,200,1,2/7/23 16:27,anonymous,EN,4,3,50, ,1, , , , ,57,1, , , , , , , , ,6, , ,4,3, , ,-1, ,1, ,1,5, ,3,4,4,3.666666667, , , , 
1389,2/7/23 16:24,2/7/23 16:27,0,100,193,1,2/7/23 16:27,anonymous,EN,2,2,90, ,1, , , , ,42, , ,1, , , , , , ,5, , , , ,6,5, ,-1, ,1,1, ,2, , , , ,2,3,2,2.333333333
1390,2/7/23 16:23,2/7/23 16:27,0,100,233,1,2/7/23 16:27,anonymous,EN,4,3,57, ,1, , , , ,36,1, , , , , , , , ,3, , ,2,2, , ,1, , , , ,4, ,4,4,4,4, , , , 
1391,2/7/23 16:22,2/7/23 16:27,0,100,298,1,2/7/23 16:27,anonymous,EN,7,1,40, ,1, , , , ,41,1, , , , , , , , ,4, , , , ,6,1, ,1, , , , ,6, , , , ,5,5,4,4.666666667
1392,2/7/23 16:25,2/7/23 16:28,0,100,133,1,2/7/23 16:28,anonymous,EN,3,2,33,1, , , , , ,35,1,1, , , , , , , ,5,Thanks!, ,2,4, , ,0, ,1, ,1,4, ,5,5,4,4.666666667, , , , 
1393,2/7/23 16:24,2/7/23 16:28,0,100,243,1,2/7/23 16:28,anonymous,EN,6,1,25,1, , , , , ,57,1, , , , , , , , ,5, , , , ,6,2, ,-1, ,1,1, ,5, , , , ,5,5,4,4.666666667
1394,2/7/23 16:22,2/7/23 16:28,0,100,344,1,2/7/23 16:28,anonymous,EN,4,3,32, ,1, , , , ,58,1, , , , , , , , ,3,no comments.  yes it was clear, ,2,3, , ,0, ,1, ,1,5, ,4,5,4,4.333333333, , , , 
1395,2/7/23 16:24,2/7/23 16:28,0,100,229,1,2/7/23 16:28,anonymous,EN,6,1,7, ,1, , , , ,60,1, , , , , , , , ,3, , , , ,5,3, ,1, ,1,1, ,4, , , , ,4,4,3,3.666666667
1396,2/7/23 16:25,2/7/23 16:28,0,100,212,1,2/7/23 16:28,anonymous,EN,5,1,23, ,1, , , , ,22,1, , , , , , , , ,6, , , , ,6,4, ,-1, ,1,1, ,4, , , , ,5,5,4,4.666666667
1397,2/7/23 16:19,2/7/23 16:29,0,100,578,1,2/7/23 16:29,anonymous,EN,4,2,31,1, , , , , ,20, ,1, , , , , , , ,2, , , , ,4,4, ,1, ,1,1, ,4, , , , ,4,4,2,3.333333333
1398,2/7/23 16:27,2/7/23 16:29,0,100,105,1,2/7/23 16:29,anonymous,EN,6,1,5,1, , , , , ,50,1, , , , , , , , ,5, , , , ,6,2, ,1, ,1,1, ,6, , , , ,6,6,2,4.666666667
1399,2/7/23 16:25,2/7/23 16:29,0,100,243,1,2/7/23 16:29,anonymous,EN,4,3,30, ,1, , , , ,52,1, , , , , , , , ,3,This was interesting; thank you!, ,4,2, , ,0, ,1, ,1,4, ,4,4,4,4, , , , 
1400,2/7/23 16:27,2/7/23 16:29,0,100,131,1,2/7/23 16:29,anonymous,EN,5,1,48,1, , , , , ,23,1, , , , , , , , ,5, , , , ,6,5, ,1, ,1,1, ,3, , , , ,3,2,4,3
1401,2/7/23 16:27,2/7/23 16:29,0,100,137,1,2/7/23 16:29,anonymous,EN,4,3,40,1, , , , , ,41,1, , , , , , , , ,3, , ,2,3, , ,1, ,1, ,1,4, ,4,4,4,4, , , , 
1402,2/7/23 16:23,2/7/23 16:29,0,100,372,1,2/7/23 16:29,anonymous,EN,3,2,81, ,1, , , , ,26, , ,1, , , , , , ,5, , , , ,6,6, ,1, ,1,1, ,2, , , , ,3,2,2,2.333333333
1403,2/7/23 16:25,2/7/23 16:29,0,100,229,1,2/7/23 16:29,anonymous,EN,4,3,51,1, , , , , ,38,1, , , , , , , , ,6, , , , ,5,4, ,0, ,1,1, ,4, , , , ,4,4,3,3.666666667
1404,2/7/23 16:27,2/7/23 16:29,0,100,168,1,2/7/23 16:29,anonymous,EN,5,1,50, ,1, , , , ,20,1, , , , , , , , ,2, , ,2,5, , ,1, ,1, ,1,4, ,3,4,4,3.666666667, , , , 
1405,2/7/23 16:26,2/7/23 16:29,0,100,206,1,2/7/23 16:29,anonymous,EN,6,1,33,1, , , , , ,22,1, , , , , , , , ,3, , ,2,4, , ,0, ,1, ,1,3, ,2,2,2,2, , , , 
1406,2/7/23 16:24,2/7/23 16:29,0,100,304,1,2/7/23 16:29,anonymous,EN,4,3,40,1, , , , , ,56,1, , , , , , , , ,5,No and yes, ,2,3, , ,-1, ,1, ,1,4, ,4,4,3,3.666666667, , , , 
1407,2/7/23 16:24,2/7/23 16:30,0,100,345,1,2/7/23 16:30,anonymous,EN,6,1,25, ,1, , , , ,55,1,1, , , , , , , ,3,They were clear.  It was thought provoking. Thank you., ,2,6, , ,-1, ,1, ,1,4, ,2,2,1,1.666666667, , , , 
1408,2/7/23 16:27,2/7/23 16:30,0,100,187,1,2/7/23 16:30,anonymous,EN,1,2,49,1, , , , , ,27, , ,1, , , , , , ,3, , ,2,3, , ,-1, ,1, ,1,5, ,6,5,3,4.666666667, , , , 
1409,2/7/23 16:22,2/7/23 16:30,0,100,472,1,2/7/23 16:30,anonymous,EN,4,3,51,1, , , , , ,36, , ,1, , , , , , ,4, , ,2,4, , ,1, ,1, ,1,4, ,5,4,3,4, , , , 
1410,2/7/23 16:27,2/7/23 16:30,0,100,143,1,2/7/23 16:30,anonymous,EN,7,1,24, ,1, , , , ,38,1, , , , , , , , ,5, , ,2,6, , ,1, ,1, ,1,2, ,1,1,1,1, , , , 
1411,2/7/23 16:27,2/7/23 16:30,0,100,183,1,2/7/23 16:30,anonymous,EN,3,3,75,1, , , , , ,26,1, , , , , , , , ,3, , ,2,3, , ,0, ,1, ,1,5, ,5,5,4,4.666666667, , , , 
1412,2/7/23 16:26,2/7/23 16:30,0,100,239,1,2/7/23 16:30,anonymous,EN,4,4,58, ,1, , , , ,49,1, , , , , , , , ,2, , , , ,4,5, ,-1, ,1,1, ,4, , , , ,5,4,4,4.333333333
1413,2/7/23 15:46,2/7/23 16:30,0,100,2675,1,2/7/23 16:30,anonymous,EN,3,2,50, ,1, , , , ,42, , ,1, , , , , , ,6, , , , ,6,5, ,1, ,1,1, ,3, , , , ,3,3,3,3
1414,2/7/23 16:27,2/7/23 16:30,0,100,188,1,2/7/23 16:30,anonymous,EN,4,3,29, ,1, , , , ,37,1, , , , , , , , ,3, , , , ,6,3, ,0, ,1,1, ,2, , , , ,4,2,3,3
1415,2/7/23 16:13,2/7/23 16:30,0,100,1039,1,2/7/23 16:30,anonymous,EN,3,3,45,1, , , , , ,29, ,1, , , , , , , ,3, , ,2,2, , ,-1, ,1, ,1,4, ,5,5,4,4.666666667, , , , 
1416,2/7/23 16:29,2/7/23 16:31,0,100,144,1,2/7/23 16:31,anonymous,EN,6,1,55, ,1, , , , ,31,1, , , , , , , , ,4, , , , ,6,3, ,1, ,1,1, ,5, , , , ,5,5,5,5
1417,2/7/23 16:25,2/7/23 16:31,0,100,342,1,2/7/23 16:31,anonymous,EN,3,3,40,1, , , , , ,46,1, , , , , , , , ,4, , ,2,4, , ,1, ,1, ,1,4, ,5,5,4,4.666666667, , , , 
1418,2/7/23 16:28,2/7/23 16:31,0,100,193,1,2/7/23 16:31,anonymous,EN,4,3,40,1, , , , , ,26,1, , , , , , , , ,5, , ,2,2, , ,-1, ,1, ,1,4, ,4,3,3,3.333333333, , , , 
1419,2/7/23 16:27,2/7/23 16:31,0,100,227,1,2/7/23 16:31,anonymous,EN,4,3,45, ,1, , , , ,43,1, , , , , , , , ,3, , , , ,6,4, ,1, ,1,1, ,3, , , , ,3,2,3,2.666666667
1420,2/7/23 16:22,2/7/23 16:31,0,100,577,1,2/7/23 16:31,anonymous,EN,4,3,76, ,1, , , , ,27, ,1, , , , , , , ,3,I really enjoyed this study!, , , ,6,5, ,0, ,1,1, ,3, , , , ,4,4,5,4.333333333
1421,2/7/23 16:09,2/7/23 16:31,0,100,1331,1,2/7/23 16:31,anonymous,EN,5,1,76,1, , , , , ,46,1, , , , , , , , ,5, , ,2,5, , ,-1, ,1, ,1,4, ,3,3,3,3, , , , 
1422,2/7/23 16:24,2/7/23 16:31,0,100,414,1,2/7/23 16:31,anonymous,EN,4,2,50, ,1, , , , ,66,1, , , , , , , , ,2, , , , ,6,6, ,-1, ,1,1, ,4, , , , ,5,4,3,4
1423,2/7/23 16:29,2/7/23 16:32,0,100,179,1,2/7/23 16:32,anonymous,EN,4,1,0,1, , , , , ,35,1, , , , , , , , ,6, , ,2,5, , ,-1, ,1, ,1,3, ,3,2,3,2.666666667, , , , 
1424,2/7/23 16:26,2/7/23 16:32,0,100,358,1,2/7/23 16:32,anonymous,EN,7,1,40,1, , , , , ,39,1, , , , , , , , ,6, , , , ,6,2, ,0, ,1,1, ,5, , , , ,4,5,5,4.666666667
1425,2/7/23 16:29,2/7/23 16:32,0,100,192,1,2/7/23 16:32,anonymous,EN,6,1,21, ,1, , , , ,42,1, , , , , , , , ,4, , , , ,4,2, ,-1, ,1,1, ,4, , , , ,4,6,5,5
1426,2/7/23 16:31,2/7/23 16:33,0,100,108,1,2/7/23 16:33,anonymous,EN,4,3,50,1, , , , , ,43,1, , , , , , , , ,3, , ,2,6, , ,0, ,1, ,1,4, ,4,4,3,3.666666667, , , , 
1427,2/7/23 16:24,2/7/23 16:33,0,100,570,1,2/7/23 16:33,anonymous,EN,5,1,73,1, , , , , ,35,1, , , , , , , , ,5, , ,6,4, , ,-1, , , , ,5, ,4,2,4,3.333333333, , , , 
1428,2/7/23 16:30,2/7/23 16:33,0,100,174,1,2/7/23 16:33,anonymous,EN,5,3,9,1, , , , , ,33,1, , , , , , , , ,5, , , , ,6,2, ,0, ,1,1, ,4, , , , ,5,5,4,4.666666667
1429,2/7/23 16:31,2/7/23 16:34,0,100,160,1,2/7/23 16:34,anonymous,EN,3,2,56,1, , , , , ,42,1, , , , , , , , ,3, , ,2,4, , ,1, ,1, ,1,5, ,4,5,4,4.333333333, , , , 
1430,2/7/23 16:30,2/7/23 16:34,0,100,241,1,2/7/23 16:34,anonymous,EN,4,2,90,1, , , , , ,63,1, , , , , , , , ,5, , , , ,6,4, ,1, ,1,1, ,5, , , , ,3,2,3,2.666666667
1431,2/7/23 16:31,2/7/23 16:34,0,100,180,1,2/7/23 16:34,anonymous,EN,5,1,25,1, , , , , ,40,1, , , , , , , , ,6, , , , ,6,2, ,-1, ,1,1, ,4, , , , ,3,4,3,3.333333333
1432,2/7/23 16:31,2/7/23 16:34,0,100,174,1,2/7/23 16:34,anonymous,EN,4,4,7, ,1, , , , ,36,1, , , , , , , , ,3, , ,2,4, , ,1, , , , ,3, ,5,4,4,4.333333333, , , , 
1433,2/7/23 16:32,2/7/23 16:35,0,100,178,1,2/7/23 16:35,anonymous,EN,4,2,45,1, , , , , ,31,1, , , , , , , , ,5, , ,3,4, , ,-1, , , , ,5, ,5,5,3,4.333333333, , , , 
1434,2/7/23 16:32,2/7/23 16:35,0,100,175,1,2/7/23 16:35,anonymous,EN,4,3,25, , ,1, , , ,20, , , ,1, , , , , ,3, , , , ,6,4, ,0, ,1,1, ,4, , , , ,3,5,4,4
1435,2/7/23 16:33,2/7/23 16:36,0,100,161,1,2/7/23 16:36,anonymous,EN,5,1,30,1, , , , , ,58,1, , , , , , , , ,2, , , , ,6,4, ,1, ,1,1, ,5, , , , ,4,5,4,4.333333333
1436,2/7/23 16:34,2/7/23 16:37,0,100,150,1,2/7/23 16:37,anonymous,EN,4,2,30, ,1, , , , ,32, , , ,1, , , , , ,5, , ,4,1, , ,0, ,1, ,1,5, ,3,4,4,3.666666667, , , , 
1437,2/7/23 16:35,2/7/23 16:38,0,100,168,1,2/7/23 16:38,anonymous,EN,5,1,50, ,1, , , , ,66,1, , , , , , , , ,6, , ,2,5, , ,1, , , , ,3, ,2,2,2,2, , , , 
1438,2/7/23 16:34,2/7/23 16:38,0,100,229,1,2/7/23 16:38,anonymous,EN,4,2,100,1, , , , , ,46, , , , ,1, , , , ,3, , , , ,6,5, ,1, ,1,1, ,4, , , , ,5,5,3,4.333333333
1439,2/7/23 16:26,2/7/23 16:38,0,100,730,1,2/7/23 16:38,anonymous,EN,2,2,29,1, , , , , ,37, , ,1, , , , , , ,5, , ,2,3, , ,0, ,1, ,1,3, ,4,4,4,4, , , , 
1440,2/7/23 16:37,2/7/23 16:39,0,100,150,1,2/7/23 16:39,anonymous,EN,4,4,50,1, , , , , ,39, ,1, , , , , , , ,2, , , , ,5,4, ,-1, ,1,1, ,3, , , , ,2,1,1,1.333333333
1441,2/7/23 16:37,2/7/23 16:40,0,100,173,1,2/7/23 16:40,anonymous,EN,3,2,40,1, , , , , ,46,1, , , , , , , , ,6,I am a university professor., ,2,2, , ,-1, ,1, ,1,4, ,4,4,3,3.666666667, , , , 
1442,2/7/23 16:37,2/7/23 16:40,0,100,172,1,2/7/23 16:40,anonymous,EN,6,1,31,1, , , , , ,80,1, , , , , , , , ,3, , ,2,5, , ,1, , , , ,2, ,1,1,2,1.333333333, , , , 
1443,2/7/23 16:37,2/7/23 16:40,0,100,210,1,2/7/23 16:40,anonymous,EN,5,1,50, ,1, , , , ,49,1, , , , , , , , ,4, , ,3,4, , ,-1, ,1, ,1,5, ,3,4,3,3.333333333, , , , 
1444,2/7/23 16:38,2/7/23 16:41,0,100,179,1,2/7/23 16:41,anonymous,EN,5,1,71,1, , , , , ,40, , , ,1, , , , , ,5,all good., ,2,3, , ,0, ,1, ,1,5, ,3,4,3,3.333333333, , , , 
1445,2/7/23 16:37,2/7/23 16:41,0,100,257,1,2/7/23 16:41,anonymous,EN,5,2,82,1, , , , , ,50, ,1, , , , , , , ,3, , , , ,6,4, ,0, ,1,1, ,4, , , , ,4,5,4,4.333333333
1446,2/7/23 16:36,2/7/23 16:42,0,100,334,1,2/7/23 16:42,anonymous,EN,6,1,14, ,1, , , , ,62,1, , , , , , , , ,3,yes, , , ,5,2, ,0, ,1,1, ,5, , , , ,6,4,4,4.666666667
1447,2/7/23 16:38,2/7/23 16:42,0,100,222,1,2/7/23 16:42,anonymous,EN,6,1,10,1, , , , , ,31,1, , , , , , , , ,2, , ,2,3, , ,1, ,1, ,1,4, ,4,2,3,3, , , , 
1448,2/7/23 16:30,2/7/23 16:43,0,100,770,1,2/7/23 16:43,anonymous,EN,7,1,84, ,1, , , , ,33,1, , , , , , , , ,3, , ,2,3, , ,0, ,1, ,1,2, ,2,1,1,1.333333333, , , , 
1449,2/7/23 16:37,2/7/23 16:43,0,100,350,1,2/7/23 16:43,anonymous,EN,2,2,70,1, , , , , ,47,1, , , , , , , , ,5,FUN!!, , , ,6,3, ,-1, ,1,1, ,5, , , , ,5,5,4,4.666666667
1450,2/7/23 16:41,2/7/23 16:44,0,100,194,1,2/7/23 16:44,anonymous,EN,6,1,0,1, , , , , ,34,1, , , ,1, , , , ,2, , ,2,5, , ,-1, ,1, ,1,2, ,1,3,1,1.666666667, , , , 
1451,2/7/23 16:29,2/7/23 16:45,0,100,935,1,2/7/23 16:45,anonymous,EN,4,3,50, ,1, , , , ,46,1, , , , , , , , ,3, , , , ,4,4, ,0, ,1,1, ,3, , , , ,4,4,3,3.666666667
1452,2/7/23 16:41,2/7/23 16:45,0,100,253,1,2/7/23 16:45,anonymous,EN,7,1,50,1, , , , , ,45,1, , , , , , , , ,4,Thank you for the survey. Please consider me for additional surveys., , , ,6,5, ,0, ,1,1, ,5, , , , ,6,5,5,5.333333333
1453,2/7/23 16:26,2/7/23 16:48,0,100,1276,1,2/7/23 16:48,anonymous,EN,5,1,70,1, , , , , ,31,1, , , , , , , , ,2,You have to raise those salogans thats Police and Peoples are talking or facing issues than you you would find your goals easily, , , ,6,6, ,-1, ,1,1, ,6, , , , ,6,6,5,5.666666667
1454,2/7/23 16:43,2/7/23 16:48,0,100,285,1,2/7/23 16:48,anonymous,EN,3,4,35, ,1, , , , ,24,1, , , , , , , , ,3, , , , ,2,6, ,1, , , , ,4, , , , ,6,5,5,5.333333333
1455,2/7/23 16:44,2/7/23 16:48,0,100,255,1,2/7/23 16:48,anonymous,EN,5,3,34, ,1, , , , ,49,1, , , , , , , , ,4, , , , ,6,5, ,0, ,1,1, ,4, , , , ,4,4,4,4
1456,2/7/23 16:45,2/7/23 16:48,0,100,179,1,2/7/23 16:48,anonymous,EN,4,3,50,1, , , , , ,35,1,1, , , , , , , ,3, , , , ,6,4, ,-1, ,1,1, ,3, , , , ,4,4,4,4
1457,2/7/23 16:46,2/7/23 16:49,0,100,149,1,2/7/23 16:49,anonymous,EN,6,1,24, ,1, , , , ,52,1, , , , , , , , ,5,"every person has political viewpoints, doesn't depend on their employment", , , ,6,2, ,0, ,1,1, ,5, , , , ,5,5,4,4.666666667
1458,2/7/23 16:46,2/7/23 16:49,0,100,221,1,2/7/23 16:49,anonymous,EN,5,3,50,1, , , , , ,65,1, , , , , , , , ,6,none, , , ,6,3, ,-1, ,1,1, ,4, , , , ,1,2,3,2
1459,2/7/23 16:42,2/7/23 16:49,0,100,457,1,2/7/23 16:49,anonymous,EN,6,1,50, ,1, , , , ,31,1, , , , , , , , ,1, , ,1,4, , ,0, ,1, ,1,2, ,3,2,3,2.666666667, , , , 
1460,2/7/23 16:48,2/7/23 16:50,0,100,90,1,2/7/23 16:50,anonymous,EN,5,1,34,1, , , , , ,48,1, , , , , , , , ,5,Thank you., , , ,6,3, ,0, ,1,1, ,3, , , , ,4,3,3,3.333333333
1461,2/7/23 16:46,2/7/23 16:50,0,100,244,1,2/7/23 16:50,anonymous,EN,6,1,43, ,1, , , , ,50,1, , , , , , , , ,6, , , , ,6,1, ,1, ,1,1, ,5, , , , ,6,6,6,6
1462,2/7/23 15:36,2/7/23 16:51,0,100,4447,1,2/7/23 16:51,anonymous,EN,4,3,42,1, , , , , ,45,1, , , , , , , , ,5, , ,5,3, , ,-1, ,1, ,1,4, ,4,3,3,3.333333333, , , , 
1463,2/7/23 16:47,2/7/23 16:51,0,100,264,1,2/7/23 16:51,anonymous,EN,7,1,85, ,1, , , , ,57,1, , , , , , , , ,1, , ,1,5, , ,1, ,1, ,1,4, ,2,1,1,1.333333333, , , , 
1464,2/7/23 16:48,2/7/23 16:51,0,100,200,1,2/7/23 16:51,anonymous,EN,4,3,50, ,1, , , , ,44,1, , , , , , , , ,3, , ,2,4, , ,0, ,1, ,1,4, ,3,4,3,3.333333333, , , , 
1465,2/7/23 16:37,2/7/23 16:51,0,100,863,1,2/7/23 16:51,anonymous,EN,3,3,50,1, , , , , ,55,1, , , , , , , , ,5,Thanks, ,2,1, , ,0, ,1, ,1,5, ,4,5,3,4, , , , 
1466,2/7/23 16:48,2/7/23 16:52,0,100,194,1,2/7/23 16:52,anonymous,EN,6,1,20, ,1, , , , ,40,1, , , , ,1, , , ,5, , , , ,6,3, ,-1, ,1,1, ,3, , , , ,4,4,4,4
1467,2/7/23 15:32,2/7/23 16:52,0,100,4804,1,2/7/23 16:52,anonymous,EN,3,2,80, ,1, , , , ,34, , ,1, , , , , , ,6, , ,1,2, , ,-1, ,1, ,1,5, ,5,5,4,4.666666667, , , , 
1468,2/7/23 16:47,2/7/23 16:52,0,100,348,1,2/7/23 16:52,anonymous,EN,5,3,32,1, , , , , ,23, , , ,1, , , , , ,5, , ,1,3, , ,-1, , , , ,5, ,4,5,4,4.333333333, , , , 
1469,2/7/23 16:51,2/7/23 16:53,0,100,171,1,2/7/23 16:53,anonymous,EN,6,1,47,1, , , , , ,30,1, , , , , , , , ,5, , ,2,5, , ,1, ,1, ,1,3, ,3,4,3,3.333333333, , , , 
1470,2/7/23 16:52,2/7/23 16:54,0,100,128,1,2/7/23 16:54,anonymous,EN,5,1,44,1, , , , , ,46,1, , , , , , , , ,5, , ,2,3, , ,0, ,1, ,1,4, ,3,3,3,3, , , , 
1471,2/7/23 16:47,2/7/23 16:54,0,100,410,1,2/7/23 16:54,anonymous,EN,7,1,11, ,1, , , , ,72,1, , , , , , , , ,4, , , , ,6,3, ,1, ,1,1, ,5, , , , ,6,6,5,5.666666667
1472,2/7/23 16:53,2/7/23 16:54,0,100,80,1,2/7/23 16:54,anonymous,EN,5,3,26,1, , , , , ,25,1, , , , , , , , ,3, , ,2,6, , ,-1, ,1, ,1,2, ,1,1,6,2.666666667, , , , 
1473,2/7/23 16:53,2/7/23 16:56,0,100,196,1,2/7/23 16:56,anonymous,EN,5,1,49, ,1, , , , ,48,1, , , , , , , , ,4, , ,3,3, , ,-1, ,1, ,1,4, ,4,3,4,3.666666667, , , , 
1474,2/7/23 16:54,2/7/23 16:58,0,100,215,1,2/7/23 16:58,anonymous,EN,6,3,43,1, , , , , ,48,1, , , , , , , , ,6, , , , ,6,3, ,0, ,1,1, ,4, , , , ,4,4,4,4
1475,2/7/23 16:55,2/7/23 16:58,0,100,175,1,2/7/23 16:58,anonymous,EN,6,1,6, ,1, , , , ,79,1, , , , , , , , ,3, , , , ,4,2, ,1, ,1,1, ,3, , , , ,2,1,4,2.333333333
1476,2/7/23 16:57,2/7/23 17:01,0,100,204,1,2/7/23 17:01,anonymous,EN,5,3, , ,1, , , , ,48, , ,1, , , , , , ,6, , ,2,5, , ,1, ,1, ,1,4, ,3,4,3,3.333333333, , , , 
1477,2/7/23 16:59,2/7/23 17:01,0,100,118,1,2/7/23 17:01,anonymous,EN,6,1,3, ,1, , , , ,40,1, , , , , , , , ,5, , ,2,4, , ,0, ,1, ,1,3, ,3,2,3,2.666666667, , , , 
1478,2/7/23 17:01,2/7/23 17:03,0,100,93,1,2/7/23 17:03,anonymous,EN,5,1,22, ,1, , , , ,19,1, , , , , , , , ,3,no, ,2,3, , ,1, ,1, ,1,4, ,4,4,4,4, , , , 
1479,2/7/23 17:00,2/7/23 17:03,0,100,127,1,2/7/23 17:03,anonymous,EN,7,1,13,1, , , , , ,40, ,1, , , , , , , ,3, , , , ,6,4, ,-1, ,1,1, ,4, , , , ,5,5,5,5
