DummyID,Rang_ControlT_First_Click,Rang_ControlT_Last_Click,Rang_ControlT_Page_Submit,Rang_ControlT_Click_Count,Polit_Rang,Trust_Rang,Fund_Rang,Advice_Rang,Defer_Rang,Range_TrumpT_First_Click,Range_TrumpT_Last_Click,Range_TrumpT_Page_Submit,Range_TrumpT_Click_Count,Polit_Rang.0,Trust_Rang.0,Fund_Rang.0,Advice_Rang.0,Defer_Rang.0,Rang_BidenT_First_Click,Rang_BidenT_Last_Click,Rang_BidenT_Page_Submit,Rang_BidenT_Click_Count,Polit_Rang.1,Trust_Rang.1,Fund_Rang.1,Advice_Rang.1,Defer_Rang.1,PolitAllRang,TrustAllRang,FundAllRang,AdviceAllRang,DeferALlRang,Donate,Ideology,PolParty,Vote,VigAtts__1,Gender__1,Gender__2,Gender__3,Gender__4,Gender__5,Gender__5_TEXT,Age,Race__1,Race__2,Race__3,Race__4,Race__5,Race__6,Race__7,Race__8,Race__9,Education_,Open_,PolitRang,RangContCond,RangBidenCond,RangTrumpCond,RangCond,TrustRang,AdviceRang,DeferRang,FundRang,SupportRang,SupportAllRang,TrumpDummy,BidenDummy,TrumpxIdeo,BidenxIdeo,ZIdeology,Ideo_2,Condition
206,NA,NA,NA,NA,0,0,0,0,0,NA,NA,NA,NA,0,0,0,0,0,138.885,157.847,159.155,5,3,3,3,3,3,3,3,3,3,3,1,4,3,2,44,1,NA,NA,NA,NA,,46,1,NA,NA,NA,NA,NA,NA,NA,NA,5,,3,0,-1,0,-1,3,3,3,3,3,3,0,1,0,0.461413799,0.461413799,0,Biden
207,NA,NA,NA,NA,0,0,0,0,0,NA,NA,NA,NA,0,0,0,0,0,77.651,87.114,89.061,5,6,1,1,1,1,5,2,1,1,1,1,6,1,1,30,1,NA,NA,NA,NA,,51,1,NA,NA,NA,NA,NA,NA,NA,NA,3,,6,0,-1,0,-1,1,1,1,1,1,1,0,1,0,1.635219613,1.635219613,2,Biden
208,NA,NA,NA,NA,0,0,0,0,0,4.081,40.537,42.757,9,5,4,4,4,4,NA,NA,NA,NA,0,0,0,0,0,4,4,4,5,4,2,5,3,1,10,1,NA,NA,NA,NA,,22,1,NA,NA,NA,NA,NA,NA,NA,NA,2,,5,0,0,1,1,4,4,4,4,4,4.333333333,1,0,1.048316706,0,1.048316706,1,Trump
209,NA,NA,NA,NA,0,0,0,0,0,88.045,102.837,103.45,10,4,2,3,2,2,NA,NA,NA,NA,0,0,0,0,0,3,3,4,4,4,1,1,2,2,61,NA,1,NA,NA,NA,,41,1,NA,NA,1,NA,NA,NA,NA,NA,6,,4,0,0,1,1,2,2,2,3,2.333333333,4,1,0,-1.299294923,0,-1.299294923,-3,Trump
210,NA,NA,NA,NA,0,0,0,0,0,NA,NA,NA,NA,0,0,0,0,0,63.926,86.708,88.097,5,4,3,3,1,3,3,4,3,1,3,1,5,3,2,40,1,NA,NA,NA,NA,,69,1,NA,NA,NA,NA,NA,NA,NA,NA,3,,4,0,-1,0,-1,3,1,3,3,2.333333333,2.333333333,0,1,0,1.048316706,1.048316706,1,Biden
211,NA,NA,NA,NA,0,0,0,0,0,NA,NA,NA,NA,0,0,0,0,0,61.331,82.693,83.62,6,3,1,3,1,3,2,3,4,3,4,1,2,4,3,50,1,NA,NA,NA,NA,,31,NA,1,NA,NA,NA,NA,NA,NA,NA,4,,3,0,-1,0,-1,1,1,3,3,2.333333333,3.666666667,0,1,0,-0.712392015,-0.712392015,-2,Biden
212,NA,NA,NA,NA,0,0,0,0,0,NA,NA,NA,NA,0,0,0,0,0,82.96,232.257,234.089,7,5,3,2,2,3,2,3,4,4,4,1,3,3,2,35,1,NA,NA,NA,NA,,42,NA,NA,NA,1,NA,NA,NA,NA,NA,5,,5,0,-1,0,-1,3,2,3,2,2.333333333,4,0,1,0,-0.125489108,-0.125489108,-1,Biden
213,NA,NA,NA,NA,0,0,0,0,0,NA,NA,NA,NA,0,0,0,0,0,83.94,245.859,246.602,21,5,5,6,5,3,4,4,5,5,4,2,4,2,2,50,NA,1,NA,NA,NA,,42,1,NA,NA,NA,NA,NA,NA,NA,NA,5,,5,0,-1,0,-1,5,5,3,6,4.666666667,4.666666667,0,1,0,0.461413799,0.461413799,0,Biden
214,NA,NA,NA,NA,0,0,0,0,0,NA,NA,NA,NA,0,0,0,0,0,84.333,117.976,118.901,11,2,5,5,4,3,2,4,4,4,3,1,2,2,3,68,NA,1,NA,NA,NA,,22,NA,1,NA,NA,NA,NA,NA,NA,NA,4,,2,0,-1,0,-1,5,4,3,5,4,3.666666667,0,1,0,-0.712392015,-0.712392015,-2,Biden
215,NA,NA,NA,NA,0,0,0,0,0,433.77,447.45,448.644,5,3,2,2,2,3,NA,NA,NA,NA,0,0,0,0,0,4,4,3,3,3,1,3,2,2,50,NA,1,NA,NA,NA,,29,NA,NA,NA,NA,NA,NA,NA,NA,1,6,,3,0,0,1,1,2,2,3,2,2.333333333,3,1,0,-0.125489108,0,-0.125489108,-1,Trump
216,NA,NA,NA,NA,0,0,0,0,0,NA,NA,NA,NA,0,0,0,0,0,3.783,74.753,78.312,10,5,5,5,6,5,5,5,5,6,5,2,2,2,2,32,1,NA,NA,NA,NA,,24,NA,NA,NA,1,NA,NA,NA,NA,NA,5,,5,0,-1,0,-1,5,6,5,5,5.333333333,5.333333333,0,1,0,-0.712392015,-0.712392015,-2,Biden
217,2.603,122.206,123.03,10,3,3,5,4,4,NA,NA,NA,NA,0,0,0,0,0,NA,NA,NA,NA,0,0,0,0,0,3,4,5,5,4,1,2,2,2,77,1,NA,NA,NA,NA,,41,1,NA,NA,NA,NA,NA,NA,NA,NA,5,,3,2,0,0,0,3,4,4,5,4.333333333,4.666666667,0,0,0,0,-0.712392015,-2,Control
218,NA,NA,NA,NA,0,0,0,0,0,NA,NA,NA,NA,0,0,0,0,0,67.217,90.193,91.147,7,5,5,6,6,5,3,4,5,5,5,2,2,2,2,50,1,NA,NA,NA,NA,,52,NA,1,NA,NA,NA,NA,NA,NA,NA,5,,5,0,-1,0,-1,5,6,5,6,5.666666667,5,0,1,0,-0.712392015,-0.712392015,-2,Biden
219,29.616,69.528,70.32,6,1,5,6,4,4,NA,NA,NA,NA,0,0,0,0,0,NA,NA,NA,NA,0,0,0,0,0,2,4,5,5,4,2,1,2,2,47,1,NA,NA,NA,NA,,45,1,NA,NA,NA,NA,NA,NA,NA,NA,3,,1,2,0,0,0,5,4,4,6,4.666666667,4.666666667,0,0,0,0,-1.299294923,-3,Control
220,NA,NA,NA,NA,0,0,0,0,0,NA,NA,NA,NA,0,0,0,0,0,13.476,109.172,109.976,9,5,3,3,4,3,2,6,4,5,4,1,3,3,2,55,1,NA,NA,NA,NA,,32,1,NA,NA,NA,NA,NA,NA,NA,NA,5,,5,0,-1,0,-1,3,4,3,3,3.333333333,4.333333333,0,1,0,-0.125489108,-0.125489108,-1,Biden
221,NA,NA,NA,NA,0,0,0,0,0,NA,NA,NA,NA,0,0,0,0,0,58.292,156.512,158.038,12,4,6,5,6,4,6,5,4,5,4,2,7,2,2,80,1,NA,NA,NA,NA,,24,1,NA,NA,NA,NA,NA,NA,NA,NA,5,no,4,0,-1,0,-1,6,6,4,5,5,4.333333333,0,1,0,2.22212252,2.22212252,3,Biden
222,NA,NA,NA,NA,0,0,0,0,0,NA,NA,NA,NA,0,0,0,0,0,3.495,135.892,137.373,50,1,6,6,6,5,1,6,6,6,5,2,1,2,2,50,NA,1,NA,NA,NA,,41,1,NA,NA,NA,NA,NA,NA,NA,NA,5,"I think the organization in question was right to support Joe Biden.  During other historical time periods, this may have been viewed as divisive, but Trump was such a tyrant I think the park rangers had no choice but to get political.",1,0,-1,0,-1,6,6,5,6,5.666666667,5.666666667,0,1,0,-1.299294923,-1.299294923,-3,Biden
223,4.618,33.32,37.311,14,2,4,5,4,4,NA,NA,NA,NA,0,0,0,0,0,NA,NA,NA,NA,0,0,0,0,0,2,4,6,6,5,1,3,3,3,0,1,NA,NA,NA,NA,,35,NA,NA,NA,NA,NA,NA,NA,NA,1,7,,2,2,0,0,0,4,4,4,5,4.333333333,5.666666667,0,0,0,0,-0.125489108,-1,Control
224,NA,NA,NA,NA,0,0,0,0,0,NA,NA,NA,NA,0,0,0,0,0,41.686,148.952,149.548,30,5,4,4,4,4,4,5,4,4,4,2,4,3,3,70,1,NA,NA,NA,NA,,55,1,NA,NA,NA,NA,NA,NA,NA,NA,3,None,5,0,-1,0,-1,4,4,4,4,4,4,0,1,0,0.461413799,0.461413799,0,Biden
225,NA,NA,NA,NA,0,0,0,0,0,27.256,89.722,94.188,9,1,1,1,1,1,NA,NA,NA,NA,0,0,0,0,0,1,3,5,5,4,1,1,2,2,50,1,NA,NA,NA,NA,,46,1,1,NA,NA,NA,NA,NA,NA,NA,3,,1,0,0,1,1,1,1,1,1,1,4.666666667,1,0,-1.299294923,0,-1.299294923,-3,Trump
226,NA,NA,NA,NA,0,0,0,0,0,3.452,8.099,9.405,10,4,3,3,3,4,NA,NA,NA,NA,0,0,0,0,0,4,4,5,4,4,2,4,3,2,44,1,NA,NA,NA,NA,,35,NA,NA,NA,1,NA,NA,NA,NA,NA,5,,4,0,0,1,1,3,3,4,3,3.333333333,4.333333333,1,0,0.461413799,0,0.461413799,0,Trump
227,50.486,91.474,92.884,5,5,5,6,5,4,NA,NA,NA,NA,0,0,0,0,0,NA,NA,NA,NA,0,0,0,0,0,5,5,6,5,4,2,5,1,1,93,1,NA,NA,NA,NA,,42,1,NA,NA,NA,NA,NA,NA,NA,NA,4,Very clear .,5,2,0,0,0,5,5,4,6,5,5,0,0,0,0,1.048316706,1,Control
228,NA,NA,NA,NA,0,0,0,0,0,NA,NA,NA,NA,0,0,0,0,0,3.685,49.204,50.279,23,4,4,4,4,4,4,4,4,4,4,1,4,3,3,50,NA,1,NA,NA,NA,,35,NA,NA,NA,1,NA,NA,NA,NA,NA,5,,4,0,-1,0,-1,4,4,4,4,4,4,0,1,0,0.461413799,0.461413799,0,Biden
229,NA,NA,NA,NA,0,0,0,0,0,43.268,172.4,173.845,22,3,1,1,1,2,NA,NA,NA,NA,0,0,0,0,0,3,3,2,1,3,3,2,2,2,39,NA,1,NA,NA,NA,,26,NA,1,1,NA,NA,NA,NA,NA,NA,5,,3,0,0,1,1,1,1,2,1,1.333333333,2,1,0,-0.712392015,0,-0.712392015,-2,Trump
230,NA,NA,NA,NA,0,0,0,0,0,4.23,159.46,159.962,35,3,1,3,2,3,NA,NA,NA,NA,0,0,0,0,0,3,4,5,5,4,1,1,4,3,70,1,NA,NA,NA,NA,,28,NA,NA,NA,1,NA,NA,NA,NA,NA,3,,3,0,0,1,1,1,2,3,3,2.666666667,4.666666667,1,0,-1.299294923,0,-1.299294923,-3,Trump
231,18.465,82.874,85.609,9,2,5,5,5,5,NA,NA,NA,NA,0,0,0,0,0,NA,NA,NA,NA,0,0,0,0,0,2,6,5,5,4,2,2,2,2,85,NA,1,NA,NA,NA,,62,1,NA,NA,NA,NA,NA,NA,NA,NA,5,I LOVE park rangers!!!,2,2,0,0,0,5,5,5,5,5,4.666666667,0,0,0,0,-0.712392015,-2,Control
232,NA,NA,NA,NA,0,0,0,0,0,887.947,1230.818,1232.621,18,5,4,4,5,3,NA,NA,NA,NA,0,0,0,0,0,4,5,4,4,5,1,1,2,2,50,1,NA,NA,NA,NA,,30,1,NA,NA,NA,NA,NA,NA,NA,NA,6,NA,5,0,0,1,1,4,5,3,4,4,4.333333333,1,0,-1.299294923,0,-1.299294923,-3,Trump
233,74.219,162.974,163.88,29,4,3,4,4,3,NA,NA,NA,NA,0,0,0,0,0,NA,NA,NA,NA,0,0,0,0,0,4,3,4,4,3,2,2,2,2,49,1,NA,NA,NA,NA,,33,NA,NA,NA,1,NA,NA,NA,NA,NA,5,,4,2,0,0,0,3,4,3,4,3.666666667,3.666666667,0,0,0,0,-0.712392015,-2,Control
234,NA,NA,NA,NA,0,0,0,0,0,NA,NA,NA,NA,0,0,0,0,0,59.596,98.601,100.124,6,5,5,6,4,4,4,5,6,5,4,1,3,2,2,53,1,NA,NA,NA,NA,,19,1,NA,NA,NA,NA,NA,NA,NA,NA,4,,5,0,-1,0,-1,5,4,4,6,4.666666667,5,0,1,0,-0.125489108,-0.125489108,-1,Biden
235,NA,NA,NA,NA,0,0,0,0,0,89.003,101.917,104.879,5,5,1,1,2,2,NA,NA,NA,NA,0,0,0,0,0,4,5,4,5,4,2,2,2,2,91,NA,1,NA,NA,NA,,55,1,NA,1,NA,NA,NA,NA,NA,NA,5,,5,0,0,1,1,1,2,2,1,1.666666667,4.333333333,1,0,-0.712392015,0,-0.712392015,-2,Trump
236,NA,NA,NA,NA,0,0,0,0,0,NA,NA,NA,NA,0,0,0,0,0,17.31,43.445,44.345,6,3,4,4,4,4,1,4,4,3,3,1,4,4,2,39,1,NA,NA,NA,NA,,29,NA,NA,NA,NA,NA,NA,NA,NA,1,6,,3,0,-1,0,-1,4,4,4,4,4,3.333333333,0,1,0,0.461413799,0.461413799,0,Biden
237,20.32,62.128,63.37,8,3,4,4,4,4,NA,NA,NA,NA,0,0,0,0,0,NA,NA,NA,NA,0,0,0,0,0,2,5,5,5,4,1,3,2,2,40,1,NA,NA,NA,NA,,25,NA,NA,1,NA,NA,NA,NA,NA,NA,5,,3,2,0,0,0,4,4,4,4,4,4.666666667,0,0,0,0,-0.125489108,-1,Control
238,42.5,97.759,98.825,9,2,5,5,6,4,NA,NA,NA,NA,0,0,0,0,0,NA,NA,NA,NA,0,0,0,0,0,3,5,5,5,4,2,4,3,3,50,1,NA,NA,NA,NA,,37,1,NA,NA,NA,NA,NA,NA,NA,NA,2,,2,2,0,0,0,5,6,4,5,5,4.666666667,0,0,0,0,0.461413799,0,Control
239,0,0,41.691,0,1,4,4,5,3,NA,NA,NA,NA,0,0,0,0,0,NA,NA,NA,NA,0,0,0,0,0,2,4,4,4,2,1,1,3,2,92,1,NA,NA,NA,NA,,39,1,NA,NA,1,NA,NA,1,NA,NA,5,,1,2,0,0,0,4,5,3,4,4,3.333333333,0,0,0,0,-1.299294923,-3,Control
240,NA,NA,NA,NA,0,0,0,0,0,NA,NA,NA,NA,0,0,0,0,0,3.412,73.635,74.174,18,5,6,6,6,5,3,6,6,6,5,2,3,3,2,80,1,NA,NA,NA,NA,,36,1,NA,NA,NA,NA,NA,NA,NA,NA,2,All the instructions were clear. It was an interesting and thoughtful survey. Thank you!,5,0,-1,0,-1,6,6,5,6,5.666666667,5.666666667,0,1,0,-0.125489108,-0.125489108,-1,Biden
241,2.275,84.04,90.408,9,1,4,4,5,4,NA,NA,NA,NA,0,0,0,0,0,NA,NA,NA,NA,0,0,0,0,0,1,4,4,5,4,2,2,2,2,46,NA,1,NA,NA,NA,,34,1,NA,NA,NA,NA,NA,NA,NA,NA,5,,1,2,0,0,0,4,5,4,4,4.333333333,4.333333333,0,0,0,0,-0.712392015,-2,Control
242,NA,NA,NA,NA,0,0,0,0,0,57.373,76.738,79.482,5,4,2,3,1,3,NA,NA,NA,NA,0,0,0,0,0,2,4,5,4,4,1,2,2,2,75,NA,1,NA,NA,NA,,35,1,NA,NA,NA,NA,NA,NA,NA,NA,2,,4,0,0,1,1,2,1,3,3,2.333333333,4.333333333,1,0,-0.712392015,0,-0.712392015,-2,Trump
243,0.698,545.208,549.364,25,4,4,4,4,4,NA,NA,NA,NA,0,0,0,0,0,NA,NA,NA,NA,0,0,0,0,0,4,4,5,4,4,2,2,2,2,51,1,NA,NA,NA,NA,,40,1,NA,NA,NA,NA,NA,NA,NA,NA,2,,4,2,0,0,0,4,4,4,4,4,4.333333333,0,0,0,0,-0.712392015,-2,Control
244,NA,NA,NA,NA,0,0,0,0,0,6.798,146.11,147.112,13,2,4,4,4,2,NA,NA,NA,NA,0,0,0,0,0,2,4,4,4,2,3,4,4,1,10,NA,1,NA,NA,NA,,50,1,NA,NA,NA,NA,NA,NA,NA,NA,6,,2,0,0,1,1,4,4,2,4,3.333333333,3.333333333,1,0,0.461413799,0,0.461413799,0,Trump
245,NA,NA,NA,NA,0,0,0,0,0,NA,NA,NA,NA,0,0,0,0,0,0.519,10.697,11.304,17,4,4,5,4,3,4,3,4,3,4,2,3,1,1,67,1,NA,NA,NA,NA,,26,NA,NA,NA,1,NA,NA,NA,NA,NA,6,,4,0,-1,0,-1,4,4,3,5,4,3.666666667,0,1,0,-0.125489108,-0.125489108,-1,Biden
246,22.625,51.559,52.688,10,2,6,6,5,5,NA,NA,NA,NA,0,0,0,0,0,NA,NA,NA,NA,0,0,0,0,0,3,5,5,5,5,2,7,2,2,50,NA,1,NA,NA,NA,,45,1,NA,NA,NA,NA,NA,NA,NA,NA,3,,2,2,0,0,0,6,5,5,6,5.333333333,5,0,0,0,0,2.22212252,3,Control
247,NA,NA,NA,NA,0,0,0,0,0,NA,NA,NA,NA,0,0,0,0,0,6.48,51.208,51.885,8,3,4,4,4,4,3,4,5,4,4,2,3,3,2,31,1,NA,NA,NA,NA,,28,NA,1,1,NA,NA,NA,NA,NA,NA,3,,3,0,-1,0,-1,4,4,4,4,4,4.333333333,0,1,0,-0.125489108,-0.125489108,-1,Biden
248,NA,NA,NA,NA,0,0,0,0,0,38.472,111.114,112.912,11,5,2,1,3,2,NA,NA,NA,NA,0,0,0,0,0,2,4,4,5,4,1,3,2,2,56,NA,1,NA,NA,NA,,41,1,NA,NA,NA,NA,NA,NA,NA,NA,5,,5,0,0,1,1,2,3,2,1,2,4.333333333,1,0,-0.125489108,0,-0.125489108,-1,Trump
249,54.169,86.41,90.882,5,1,5,4,4,3,NA,NA,NA,NA,0,0,0,0,0,NA,NA,NA,NA,0,0,0,0,0,1,4,4,4,3,1,5,3,3,50,1,NA,NA,NA,NA,,32,NA,NA,1,NA,NA,NA,NA,NA,NA,2,,1,2,0,0,0,5,4,3,4,3.666666667,3.666666667,0,0,0,0,1.048316706,1,Control
250,1.037,107.474,122.659,7,1,5,4,4,4,NA,NA,NA,NA,0,0,0,0,0,NA,NA,NA,NA,0,0,0,0,0,1,5,4,4,4,2,2,2,2,90,1,NA,NA,NA,NA,,49,1,NA,NA,NA,NA,NA,NA,NA,NA,2,,1,2,0,0,0,5,4,4,4,4,4,0,0,0,0,-0.712392015,-2,Control
251,NA,NA,NA,NA,0,0,0,0,0,NA,NA,NA,NA,0,0,0,0,0,6.886,48.805,49.511,35,3,4,5,6,5,2,5,5,5,5,2,3,2,2,62,NA,1,NA,NA,NA,,26,NA,NA,NA,1,NA,NA,NA,NA,NA,5,,3,0,-1,0,-1,4,6,5,5,5.333333333,5,0,1,0,-0.125489108,-0.125489108,-1,Biden
252,NA,NA,NA,NA,0,0,0,0,0,NA,NA,NA,NA,0,0,0,0,0,0.494,153.986,155.947,48,6,5,5,5,5,5,5,5,5,5,2,3,2,2,46,1,NA,NA,NA,NA,,18,1,NA,NA,NA,NA,NA,NA,NA,NA,2,,6,0,-1,0,-1,5,5,5,5,5,5,0,1,0,-0.125489108,-0.125489108,-1,Biden
253,NA,NA,NA,NA,0,0,0,0,0,NA,NA,NA,NA,0,0,0,0,0,46.812,144.564,145.644,12,4,4,3,3,3,4,4,5,4,4,1,2,2,2,50,NA,1,NA,NA,NA,,66,1,NA,NA,NA,NA,NA,NA,NA,NA,4,,4,0,-1,0,-1,4,3,3,3,3,4.333333333,0,1,0,-0.712392015,-0.712392015,-2,Biden
254,NA,NA,NA,NA,0,0,0,0,0,NA,NA,NA,NA,0,0,0,0,0,7.675,87.122,88.001,18,6,1,1,1,1,4,4,4,4,1,1,4,4,3,50,NA,1,NA,NA,NA,,41,1,NA,NA,NA,NA,NA,NA,NA,NA,5,,6,0,-1,0,-1,1,1,1,1,1,3,0,1,0,0.461413799,0.461413799,0,Biden
255,18.976,40.328,41.208,7,2,4,4,4,4,NA,NA,NA,NA,0,0,0,0,0,NA,NA,NA,NA,0,0,0,0,0,3,4,4,4,4,1,3,3,3,45,1,NA,NA,NA,NA,,27,1,1,NA,NA,NA,NA,NA,NA,NA,3,,2,2,0,0,0,4,4,4,4,4,4,0,0,0,0,-0.125489108,-1,Control
256,NA,NA,NA,NA,0,0,0,0,0,74.497,203.314,204.048,24,6,2,3,3,5,NA,NA,NA,NA,0,0,0,0,0,1,5,5,6,4,1,6,3,3,0,NA,1,NA,NA,NA,,34,1,NA,1,NA,NA,NA,NA,NA,NA,2,,6,0,0,1,1,2,3,5,3,3.666666667,5,1,0,1.635219613,0,1.635219613,2,Trump
257,NA,NA,NA,NA,0,0,0,0,0,6.832,142.872,143.476,39,5,2,6,2,3,NA,NA,NA,NA,0,0,0,0,0,4,4,6,2,3,1,2,2,2,19,NA,1,NA,NA,NA,,49,NA,1,1,NA,NA,NA,NA,NA,NA,4,,5,0,0,1,1,2,2,3,6,3.666666667,3.666666667,1,0,-0.712392015,0,-0.712392015,-2,Trump
258,NA,NA,NA,NA,0,0,0,0,0,NA,NA,NA,NA,0,0,0,0,0,1.061,21.794,22.688,26,3,5,5,4,3,4,4,4,4,4,2,1,2,2,38,1,NA,NA,NA,NA,,29,1,NA,NA,NA,NA,NA,NA,NA,NA,3,,3,0,-1,0,-1,5,4,3,5,4,4,0,1,0,-1.299294923,-1.299294923,-3,Biden
259,NA,NA,NA,NA,0,0,0,0,0,NA,NA,NA,NA,0,0,0,0,0,56.47,210.556,212.058,13,5,5,5,5,5,5,6,5,6,6,2,1,3,2,100,1,NA,NA,NA,NA,,81,1,NA,NA,NA,NA,NA,NA,NA,NA,6,,5,0,-1,0,-1,5,5,5,5,5,5.666666667,0,1,0,-1.299294923,-1.299294923,-3,Biden
260,NA,NA,NA,NA,0,0,0,0,0,15.542,83.817,84.776,9,4,5,5,4,4,NA,NA,NA,NA,0,0,0,0,0,3,5,5,5,5,1,4,3,2,45,1,NA,NA,NA,NA,,19,NA,1,NA,NA,NA,NA,NA,NA,NA,3,,4,0,0,1,1,5,4,4,5,4.333333333,5,1,0,0.461413799,0,0.461413799,0,Trump
261,NA,NA,NA,NA,0,0,0,0,0,NA,NA,NA,NA,0,0,0,0,0,29.835,50.81,51.155,6,6,2,4,4,4,4,5,5,5,4,1,4,3,3,70,NA,1,NA,NA,NA,,28,NA,NA,NA,1,NA,NA,NA,NA,NA,5,The instructions were very clear.,6,0,-1,0,-1,2,4,4,4,4,4.666666667,0,1,0,0.461413799,0.461413799,0,Biden
262,NA,NA,NA,NA,0,0,0,0,0,16.485,31.405,32.375,5,5,1,2,1,1,NA,NA,NA,NA,0,0,0,0,0,4,6,6,5,4,2,1,2,2,74,NA,1,NA,NA,NA,,42,1,NA,NA,NA,NA,NA,NA,NA,NA,3,,5,0,0,1,1,1,1,1,2,1.333333333,5,1,0,-1.299294923,0,-1.299294923,-3,Trump
263,7.777,91.541,92.308,27,3,5,4,6,4,NA,NA,NA,NA,0,0,0,0,0,NA,NA,NA,NA,0,0,0,0,0,1,5,4,6,4,1,2,2,2,44,NA,1,NA,NA,NA,,52,1,NA,NA,1,NA,NA,NA,NA,NA,5,None,3,2,0,0,0,5,6,4,4,4.666666667,4.666666667,0,0,0,0,-0.712392015,-2,Control
264,12.071,33.113,34.113,7,5,4,5,5,5,NA,NA,NA,NA,0,0,0,0,0,NA,NA,NA,NA,0,0,0,0,0,5,4,5,5,5,2,2,2,2,50,1,NA,NA,NA,NA,,55,NA,NA,1,NA,NA,NA,NA,NA,NA,6,"Yes, i understood all the instrustions given.",5,2,0,0,0,4,5,5,5,5,5,0,0,0,0,-0.712392015,-2,Control
265,62.195,310.312,311.287,6,4,4,3,4,3,NA,NA,NA,NA,0,0,0,0,0,NA,NA,NA,NA,0,0,0,0,0,4,3,3,4,4,1,3,2,2,65,NA,1,NA,NA,NA,,25,NA,NA,NA,1,NA,NA,NA,NA,NA,5,,4,2,0,0,0,4,4,3,3,3.333333333,3.666666667,0,0,0,0,-0.125489108,-1,Control
266,36.618,69.553,70.604,6,1,5,5,5,4,NA,NA,NA,NA,0,0,0,0,0,NA,NA,NA,NA,0,0,0,0,0,1,5,6,5,4,3,2,2,2,81,1,NA,NA,NA,NA,,50,1,NA,NA,NA,NA,NA,NA,NA,NA,2,All the instructions were clear and there were no issues or problems.,1,2,0,0,0,5,5,4,5,4.666666667,5,0,0,0,0,-0.712392015,-2,Control
267,NA,NA,NA,NA,0,0,0,0,0,65.601,118.829,120.445,6,4,5,4,5,4,NA,NA,NA,NA,0,0,0,0,0,5,4,5,4,4,2,7,1,1,28,1,NA,NA,NA,NA,,22,1,1,1,NA,NA,NA,NA,NA,NA,2,,4,0,0,1,1,5,5,4,4,4.333333333,4.333333333,1,0,2.22212252,0,2.22212252,3,Trump
268,NA,NA,NA,NA,0,0,0,0,0,NA,NA,NA,NA,0,0,0,0,0,1.362,90.178,92.003,10,5,4,4,5,4,4,5,4,5,4,2,3,2,2,50,1,NA,NA,NA,NA,,34,NA,NA,NA,1,NA,NA,NA,NA,NA,5,,5,0,-1,0,-1,4,5,4,4,4.333333333,4.333333333,0,1,0,-0.125489108,-0.125489108,-1,Biden
269,NA,NA,NA,NA,0,0,0,0,0,6.002,126.458,127.558,32,4,3,3,3,3,NA,NA,NA,NA,0,0,0,0,0,4,4,3,3,3,1,4,3,3,30,1,NA,NA,NA,NA,,40,1,1,NA,NA,NA,NA,NA,NA,NA,3,I believe public service administrators should remain apolitical regardless of political alignment.,4,0,0,1,1,3,3,3,3,3,3,1,0,0.461413799,0,0.461413799,0,Trump
270,20.848,104.08,105.904,31,1,5,5,6,5,NA,NA,NA,NA,0,0,0,0,0,NA,NA,NA,NA,0,0,0,0,0,1,5,5,6,5,2,3,2,2,50,NA,1,NA,NA,NA,,55,NA,NA,1,NA,NA,NA,NA,NA,NA,4,,1,2,0,0,0,5,6,5,5,5.333333333,5.333333333,0,0,0,0,-0.125489108,-1,Control
271,5.303,50.056,52.828,12,3,4,4,5,4,NA,NA,NA,NA,0,0,0,0,0,NA,NA,NA,NA,0,0,0,0,0,3,5,4,5,5,1,4,3,3,50,1,NA,NA,NA,NA,,36,1,NA,1,1,NA,NA,1,NA,NA,3,"Thank you for allowing me to participate, the instructions were clear.",3,2,0,0,0,4,5,4,4,4.333333333,4.666666667,0,0,0,0,0.461413799,0,Control
272,NA,NA,NA,NA,0,0,0,0,0,5.657,117.429,119.118,7,3,1,1,1,1,NA,NA,NA,NA,0,0,0,0,0,3,1,1,1,1,1,4,3,2,40,NA,1,NA,NA,NA,,53,1,NA,NA,NA,NA,NA,NA,NA,NA,4,I would rather not know other peoples political beliefs.,3,0,0,1,1,1,1,1,1,1,1,1,0,0.461413799,0,0.461413799,0,Trump
273,NA,NA,NA,NA,0,0,0,0,0,NA,NA,NA,NA,0,0,0,0,0,3.557,90.465,91.208,24,5,3,4,3,3,5,4,5,4,4,1,5,1,1,19,NA,1,NA,NA,NA,,30,NA,1,NA,NA,NA,NA,NA,NA,NA,5,,5,0,-1,0,-1,3,3,3,4,3.333333333,4.333333333,0,1,0,1.048316706,1.048316706,1,Biden
274,22.579,45.364,46.097,8,3,3,5,4,4,NA,NA,NA,NA,0,0,0,0,0,NA,NA,NA,NA,0,0,0,0,0,2,4,4,4,4,3,1,2,3,50,1,NA,NA,NA,NA,,36,1,NA,NA,NA,NA,NA,NA,NA,NA,2,,3,2,0,0,0,3,4,4,5,4.333333333,4,0,0,0,0,-1.299294923,-3,Control
275,NA,NA,NA,NA,0,0,0,0,0,NA,NA,NA,NA,0,0,0,0,0,4.513,11.277,14.435,6,4,4,4,4,5,3,2,4,5,4,1,4,3,2,50,1,NA,NA,NA,NA,,23,NA,NA,NA,1,NA,NA,NA,NA,NA,5,,4,0,-1,0,-1,4,4,5,4,4.333333333,4.333333333,0,1,0,0.461413799,0.461413799,0,Biden
